day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,avg_price
-2,5100,STARFRUIT,4998,7,4997.0,30.0,0.0,0.0,5004,31,0.0,0.0,0.0,0.0,5001.0,84.328125,5000.294117647059
-2,5200,STARFRUIT,4998,8,4997.0,27.0,0.0,0.0,5003,1,5004.0,26.0,0.0,0.0,5000.5,76.3984375,5000.1612903225805
-2,5300,STARFRUIT,5002,1,4997.0,21.0,0.0,0.0,5004,21,0.0,0.0,0.0,0.0,5003.0,77.2421875,5000.53488372093
-2,5400,STARFRUIT,4997,21,0.0,0.0,0.0,0.0,5002,6,5004.0,21.0,0.0,0.0,4999.5,85.2265625,5000.6875
-2,5500,STARFRUIT,4997,27,0.0,0.0,0.0,0.0,5004,27,0.0,0.0,0.0,0.0,5000.5,85.67578125,5000.5
-2,5600,STARFRUIT,5002,2,4998.0,28.0,0.0,0.0,5005,28,0.0,0.0,0.0,0.0,5003.5,90.84375,5001.517241379311
-2,5700,STARFRUIT,4999,26,0.0,0.0,0.0,0.0,5006,27,0.0,0.0,0.0,0.0,5002.5,102.80859375,5002.566037735849
-2,5800,STARFRUIT,4999,31,0.0,0.0,0.0,0.0,5006,31,0.0,0.0,0.0,0.0,5002.5,104.00390625,5002.5
-2,5900,STARFRUIT,5000,5,4999.0,30.0,0.0,0.0,5005,2,5006.0,28.0,0.0,0.0,5002.5,102.76171875,5002.276923076923
-2,6000,STARFRUIT,4998,30,0.0,0.0,0.0,0.0,5005,30,0.0,0.0,0.0,0.0,5001.5,99.37109375,5001.5
-2,6100,STARFRUIT,4999,24,0.0,0.0,0.0,0.0,5005,1,5006.0,24.0,0.0,0.0,5002.0,102.203125,5002.551020408163
-2,6200,STARFRUIT,4999,22,0.0,0.0,0.0,0.0,5005,1,5006.0,21.0,0.0,0.0,5002.0,101.33203125,5002.477272727273
-2,6300,STARFRUIT,4999,7,4998.0,23.0,0.0,0.0,5005,25,0.0,0.0,0.0,0.0,5002.0,100.54296875,5001.309090909091
-2,6400,STARFRUIT,4999,1,4998.0,24.0,0.0,0.0,5005,25,0.0,0.0,0.0,0.0,5002.0,100.0703125,5001.52
-2,6500,STARFRUIT,4999,27,0.0,0.0,0.0,0.0,5005,1,5006.0,26.0,0.0,0.0,5002.0,102.9140625,5002.481481481482
-2,6600,STARFRUIT,4998,26,0.0,0.0,0.0,0.0,5005,26,0.0,0.0,0.0,0.0,5001.5,98.2265625,5001.5
-2,6700,STARFRUIT,4999,7,4998.0,20.0,0.0,0.0,5005,20,0.0,0.0,0.0,0.0,5002.0,91.515625,5001.127659574468
-2,6800,STARFRUIT,4997,32,0.0,0.0,0.0,0.0,5002,8,5003.0,2.0,5004.0,30.0,4999.5,80.8359375,5000.638888888889
-2,6900,STARFRUIT,4997,27,0.0,0.0,0.0,0.0,5002,1,5004.0,27.0,0.0,0.0,4999.5,86.078125,5000.527272727273
-2,7000,STARFRUIT,5002,4,4997.0,27.0,0.0,0.0,5004,27,0.0,0.0,0.0,0.0,5003.0,86.39453125,5000.603448275862
-2,7100,STARFRUIT,4998,30,0.0,0.0,0.0,0.0,5005,30,0.0,0.0,0.0,0.0,5001.5,97.3671875,5001.5
-2,7200,STARFRUIT,4998,28,0.0,0.0,0.0,0.0,5005,28,0.0,0.0,0.0,0.0,5001.5,97.345703125,5001.5
-2,7300,STARFRUIT,4998,6,4997.0,29.0,0.0,0.0,5004,31,0.0,0.0,0.0,0.0,5001.0,95.861328125,5000.378787878788
-2,7400,STARFRUIT,4998,22,0.0,0.0,0.0,0.0,5004,1,5005.0,22.0,0.0,0.0,5001.0,100.486328125,5001.555555555556
-2,7500,STARFRUIT,4998,25,0.0,0.0,0.0,0.0,5005,25,0.0,0.0,0.0,0.0,5001.5,100.392578125,5001.5
-2,7600,STARFRUIT,4997,22,0.0,0.0,0.0,0.0,5004,22,0.0,0.0,0.0,0.0,5000.5,98.8896484375,5000.5
-2,7700,STARFRUIT,4997,21,0.0,0.0,0.0,0.0,5004,22,0.0,0.0,0.0,0.0,5000.5,97.830078125,5000.581395348837
-2,7800,STARFRUIT,4998,1,4997.0,22.0,0.0,0.0,5004,23,0.0,0.0,0.0,0.0,5001.0,99.939453125,5000.521739130435
-2,7900,STARFRUIT,4999,4,4998.0,27.0,0.0,0.0,5004,1,5005.0,26.0,0.0,0.0,5001.5,100.3603515625,5001.310344827586
-2,8000,STARFRUIT,4998,27,0.0,0.0,0.0,0.0,5003,8,5005.0,27.0,0.0,0.0,5000.5,100.85546875,5001.693548387097
-2,8100,STARFRUIT,4998,23,0.0,0.0,0.0,0.0,5004,1,5005.0,22.0,0.0,0.0,5001.0,100.5234375,5001.478260869565
-2,8200,STARFRUIT,4997,23,0.0,0.0,0.0,0.0,5002,1,5004.0,23.0,0.0,0.0,4999.5,99.697265625,5000.531914893617
-2,8300,STARFRUIT,4998,30,0.0,0.0,0.0,0.0,5005,30,0.0,0.0,0.0,0.0,5001.5,100.759765625,5001.5
-2,8400,STARFRUIT,4998,28,0.0,0.0,0.0,0.0,5005,28,0.0,0.0,0.0,0.0,5001.5,100.6328125,5001.5
-2,8500,STARFRUIT,4998,2,4997.0,29.0,0.0,0.0,5004,31,0.0,0.0,0.0,0.0,5001.0,99.7216796875,5000.532258064516
-2,8600,STARFRUIT,4997,22,0.0,0.0,0.0,0.0,5004,23,0.0,0.0,0.0,0.0,5000.5,99.55859375,5000.577777777778
-2,8700,STARFRUIT,4997,27,0.0,0.0,0.0,0.0,5002,4,5004.0,27.0,0.0,0.0,4999.5,98.474609375,5000.603448275862
-2,8800,STARFRUIT,4998,7,4997.0,25.0,0.0,0.0,5004,25,0.0,0.0,0.0,0.0,5001.0,98.69921875,5000.19298245614
-2,8900,STARFRUIT,4999,1,4998.0,26.0,0.0,0.0,5005,26,0.0,0.0,0.0,0.0,5002.0,100.046875,5001.452830188679
-2,9000,STARFRUIT,4997,31,0.0,0.0,0.0,0.0,5004,31,0.0,0.0,0.0,0.0,5000.5,99.044921875,5000.5
-2,9100,STARFRUIT,4998,29,0.0,0.0,0.0,0.0,5005,29,0.0,0.0,0.0,0.0,5001.5,100.75,5001.5
-2,9200,STARFRUIT,4997,27,0.0,0.0,0.0,0.0,5002,7,5004.0,27.0,0.0,0.0,4999.5,99.9501953125,5000.672131147541
-2,9300,STARFRUIT,4998,21,0.0,0.0,0.0,0.0,5004,1,5005.0,20.0,0.0,0.0,5001.0,100.130859375,5001.476190476191
-2,9400,STARFRUIT,4997,23,0.0,0.0,0.0,0.0,5004,23,0.0,0.0,0.0,0.0,5000.5,99.12890625,5000.5
-2,9500,STARFRUIT,4998,4,4997.0,31.0,0.0,0.0,5004,31,0.0,0.0,0.0,0.0,5001.0,98.8603515625,5000.348484848485
-2,9600,STARFRUIT,4997,31,0.0,0.0,0.0,0.0,5004,31,0.0,0.0,0.0,0.0,5000.5,98.9140625,5000.5
-2,9700,STARFRUIT,4997,22,0.0,0.0,0.0,0.0,5004,22,0.0,0.0,0.0,0.0,5000.5,98.392578125,5000.5
-2,9800,STARFRUIT,4997,26,0.0,0.0,0.0,0.0,5004,26,0.0,0.0,0.0,0.0,5000.5,97.55078125,5000.5
-2,9900,STARFRUIT,5001,4,4996.0,25.0,0.0,0.0,5003,25,0.0,0.0,0.0,0.0,5002.0,96.73828125,4999.611111111111
-2,10000,STARFRUIT,4997,8,4996.0,28.0,0.0,0.0,5003,28,0.0,0.0,0.0,0.0,5000.0,95.75390625,4999.1875
-2,10100,STARFRUIT,4996,1,4995.0,24.0,0.0,0.0,5002,25,0.0,0.0,0.0,0.0,4999.0,93.875,4998.52
-2,10200,STARFRUIT,4996,2,4995.0,26.0,0.0,0.0,5002,28,0.0,0.0,0.0,0.0,4999.0,93.55859375,4998.535714285715
-2,10300,STARFRUIT,5001,1,4997.0,8.0,4996.0,27.0,5003,27,0.0,0.0,0.0,0.0,5002.0,94.03515625,4999.206349206349
-2,10400,STARFRUIT,4997,1,4996.0,29.0,0.0,0.0,5003,29,0.0,0.0,0.0,0.0,5000.0,96.74609375,4999.457627118644
-2,10500,STARFRUIT,4996,31,0.0,0.0,0.0,0.0,5003,31,0.0,0.0,0.0,0.0,4999.5,97.259765625,4999.5
-2,10600,STARFRUIT,4997,31,0.0,0.0,0.0,0.0,5000,4,5002.0,4.0,5004.0,31.0,4998.5,99.2158203125,5000.557142857143
-2,10700,STARFRUIT,4998,1,4997.0,28.0,0.0,0.0,5004,28,0.0,0.0,0.0,0.0,5001.0,99.46875,5000.456140350877
-2,10800,STARFRUIT,4998,3,4997.0,24.0,0.0,0.0,5004,24,0.0,0.0,0.0,0.0,5001.0,99.103515625,5000.35294117647
-2,10900,STARFRUIT,4999,7,4998.0,28.0,0.0,0.0,5005,28,0.0,0.0,0.0,0.0,5002.0,100.59375,5001.222222222223
-2,11000,STARFRUIT,5002,7,4997.0,24.0,0.0,0.0,5004,24,0.0,0.0,0.0,0.0,5003.0,99.7568359375,5000.690909090909
-2,11100,STARFRUIT,4998,21,0.0,0.0,0.0,0.0,5005,21,0.0,0.0,0.0,0.0,5001.5,105.681640625,5001.5
-2,11200,STARFRUIT,4998,2,4997.0,21.0,0.0,0.0,5004,23,0.0,0.0,0.0,0.0,5001.0,107.587890625,5000.54347826087
-2,11300,STARFRUIT,4999,3,4998.0,22.0,0.0,0.0,5004,1,5005.0,21.0,0.0,0.0,5001.5,106.88671875,5001.31914893617
-2,11400,STARFRUIT,4997,26,0.0,0.0,0.0,0.0,5003,1,5004.0,25.0,0.0,0.0,5000.0,110.8125,5000.4807692307695
-2,11500,STARFRUIT,4997,26,0.0,0.0,0.0,0.0,5002,8,5004.0,26.0,0.0,0.0,4999.5,114.2158203125,5000.7
-2,11600,STARFRUIT,4997,29,0.0,0.0,0.0,0.0,5004,29,0.0,0.0,0.0,0.0,5000.5,114.40625,5000.5
-2,11700,STARFRUIT,4997,23,0.0,0.0,0.0,0.0,4998,2,5003.0,2.0,5004.0,21.0,4997.5,115.56640625,5000.354166666667
-2,11800,STARFRUIT,4997,29,0.0,0.0,0.0,0.0,5000,4,5004.0,29.0,0.0,0.0,4998.5,119.1875,5000.467741935484
-2,11900,STARFRUIT,4998,32,0.0,0.0,0.0,0.0,5003,3,5004.0,2.0,5005.0,30.0,5000.5,123.349609375,5001.537313432836
-2,12000,STARFRUIT,4998,20,0.0,0.0,0.0,0.0,5005,20,0.0,0.0,0.0,0.0,5001.5,123.40234375,5001.5
-2,12100,STARFRUIT,4998,2,4997.0,25.0,0.0,0.0,5002,1,5004.0,27.0,0.0,0.0,5000.0,122.509765625,5000.563636363637
-2,12200,STARFRUIT,4998,6,4997.0,28.0,0.0,0.0,5004,30,0.0,0.0,0.0,0.0,5001.0,122.455078125,5000.375
-2,12300,STARFRUIT,4998,1,4997.0,28.0,0.0,0.0,5004,29,0.0,0.0,0.0,0.0,5001.0,122.2578125,5000.517241379311
-2,12400,STARFRUIT,4999,4,4998.0,26.0,0.0,0.0,5005,26,0.0,0.0,0.0,0.0,5002.0,123.1201171875,5001.321428571428
-2,12500,STARFRUIT,4998,19,0.0,0.0,0.0,0.0,5005,20,0.0,0.0,0.0,0.0,5001.5,163.7109375,5001.589743589743
-2,12600,STARFRUIT,4998,22,0.0,0.0,0.0,0.0,5005,22,0.0,0.0,0.0,0.0,5001.5,166.91015625,5001.5
-2,12700,STARFRUIT,4998,2,4997.0,20.0,0.0,0.0,5004,22,0.0,0.0,0.0,0.0,5001.0,169.546875,5000.545454545455
-2,12800,STARFRUIT,4997,22,0.0,0.0,0.0,0.0,5004,22,0.0,0.0,0.0,0.0,5000.5,172.1015625,5000.5
-2,12900,STARFRUIT,4998,7,4997.0,29.0,0.0,0.0,5003,1,5004.0,28.0,0.0,0.0,5000.5,178.5625,5000.215384615384
-2,13000,STARFRUIT,5002,1,4997.0,6.0,4996.0,20.0,5003,20,0.0,0.0,0.0,0.0,5002.5,181.3984375,4999.234042553191
-2,13100,STARFRUIT,4997,8,4996.0,25.0,0.0,0.0,5003,26,0.0,0.0,0.0,0.0,5000.0,184.0078125,4999.220338983051
-2,13200,STARFRUIT,4997,22,0.0,0.0,0.0,0.0,5002,5,5004.0,22.0,0.0,0.0,4999.5,180.4375,5000.65306122449
-2,13300,STARFRUIT,4998,6,4997.0,24.0,0.0,0.0,5004,24,0.0,0.0,0.0,0.0,5001.0,173.609375,5000.222222222223
-2,13400,STARFRUIT,4997,32,0.0,0.0,0.0,0.0,5004,32,0.0,0.0,0.0,0.0,5000.5,183.1640625,5000.5
-2,13500,STARFRUIT,4997,30,0.0,0.0,0.0,0.0,5002,8,5004.0,30.0,0.0,0.0,4999.5,179.8828125,5000.676470588235
-2,13600,STARFRUIT,4997,24,0.0,0.0,0.0,0.0,5002,3,5004.0,25.0,0.0,0.0,4999.5,182.546875,5000.653846153846
-2,13700,STARFRUIT,4999,4,4998.0,21.0,0.0,0.0,5004,1,5005.0,20.0,0.0,0.0,5001.5,170.15625,5001.260869565217
-2,13800,STARFRUIT,4999,1,4998.0,22.0,0.0,0.0,5004,2,5005.0,20.0,0.0,0.0,5001.5,170.46875,5001.4
-2,13900,STARFRUIT,4998,22,0.0,0.0,0.0,0.0,5001,6,5003.0,4.0,5005.0,22.0,4999.5,167.46875,5001.555555555556
-2,14000,STARFRUIT,4998,5,4997.0,27.0,0.0,0.0,5004,29,0.0,0.0,0.0,0.0,5001.0,173.078125,5000.4098360655735
-2,14100,STARFRUIT,4997,25,0.0,0.0,0.0,0.0,5002,1,5004.0,25.0,0.0,0.0,4999.5,177.9375,5000.529411764706
-2,14200,STARFRUIT,4997,21,0.0,0.0,0.0,0.0,4998,1,5004.0,21.0,0.0,0.0,4997.5,176.7421875,5000.441860465116
-2,14300,STARFRUIT,4997,29,0.0,0.0,0.0,0.0,5004,29,0.0,0.0,0.0,0.0,5000.5,181.6484375,5000.5
-2,14400,STARFRUIT,4997,30,0.0,0.0,0.0,0.0,5004,30,0.0,0.0,0.0,0.0,5000.5,179.6875,5000.5
-2,14500,STARFRUIT,4997,24,0.0,0.0,0.0,0.0,5004,24,0.0,0.0,0.0,0.0,5000.5,188.4140625,5000.5
-2,14600,STARFRUIT,4997,28,0.0,0.0,0.0,0.0,5000,2,5004.0,28.0,0.0,0.0,4998.5,184.7265625,5000.482758620689
-2,14700,STARFRUIT,4997,30,0.0,0.0,0.0,0.0,5004,30,0.0,0.0,0.0,0.0,5000.5,189.796875,5000.5
-2,14800,STARFRUIT,4997,28,0.0,0.0,0.0,0.0,5004,28,0.0,0.0,0.0,0.0,5000.5,181.5703125,5000.5
-2,14900,STARFRUIT,5000,4,4997.0,26.0,0.0,0.0,5004,26,0.0,0.0,0.0,0.0,5002.0,182.95703125,5000.464285714285
-2,15000,STARFRUIT,5003,8,4998.0,25.0,0.0,0.0,5005,25,0.0,0.0,0.0,0.0,5004.0,177.71875,5001.706896551724
-2,15100,STARFRUIT,4998,5,4997.0,22.0,0.0,0.0,5004,22,0.0,0.0,0.0,0.0,5001.0,204.6640625,5000.244897959184
-2,15200,STARFRUIT,4997,27,0.0,0.0,0.0,0.0,4998,1,5004.0,27.0,0.0,0.0,4997.5,201.265625,5000.454545454545
-2,15300,STARFRUIT,4997,26,0.0,0.0,0.0,0.0,5002,4,5004.0,26.0,0.0,0.0,4999.5,208.359375,5000.607142857143
-2,15400,STARFRUIT,4998,5,4997.0,30.0,0.0,0.0,5003,2,5004.0,28.0,0.0,0.0,5000.5,212.25,5000.276923076923
-2,15500,STARFRUIT,4997,31,0.0,0.0,0.0,0.0,5002,8,5003.0,2.0,5004.0,29.0,4999.5,212.078125,5000.642857142857
-2,15600,STARFRUIT,4997,7,4996.0,24.0,0.0,0.0,5003,26,0.0,0.0,0.0,0.0,5000.0,214.6171875,4999.315789473684
-2,15700,STARFRUIT,4997,25,0.0,0.0,0.0,0.0,5003,1,5004.0,24.0,0.0,0.0,5000.0,212.5234375,5000.48
-2,15800,STARFRUIT,5002,1,4997.0,22.0,0.0,0.0,5004,22,0.0,0.0,0.0,0.0,5003.0,206.5859375,5000.533333333334
-2,15900,STARFRUIT,4997,31,0.0,0.0,0.0,0.0,5000,6,5002.0,2.0,5004.0,31.0,4998.5,201.40625,5000.5
-2,16000,STARFRUIT,4997,29,0.0,0.0,0.0,0.0,5002,2,5004.0,29.0,0.0,0.0,4999.5,202.1171875,5000.55
-2,16100,STARFRUIT,4997,21,0.0,0.0,0.0,0.0,5000,2,5004.0,21.0,0.0,0.0,4998.5,212.9921875,5000.477272727273
-2,16200,STARFRUIT,4996,24,0.0,0.0,0.0,0.0,4998,1,5003.0,24.0,0.0,0.0,4997.0,219.421875,4999.469387755102
-2,16300,STARFRUIT,4997,2,4996.0,23.0,0.0,0.0,5003,23,0.0,0.0,0.0,0.0,5000.0,220.9921875,4999.395833333333
-2,16400,STARFRUIT,4996,2,4995.0,30.0,0.0,0.0,5002,32,0.0,0.0,0.0,0.0,4999.0,237.9140625,4998.53125
-2,16500,STARFRUIT,4996,23,0.0,0.0,0.0,0.0,5002,2,5003.0,21.0,0.0,0.0,4999.0,231.9375,4999.45652173913
-2,16600,STARFRUIT,4996,29,0.0,0.0,0.0,0.0,5002,2,5003.0,28.0,0.0,0.0,4999.0,233.859375,4999.525423728814
-2,16700,STARFRUIT,5001,1,4995.0,26.0,0.0,0.0,5002,26,0.0,0.0,0.0,0.0,5001.5,235.8828125,4998.547169811321
-2,16800,STARFRUIT,4996,26,0.0,0.0,0.0,0.0,5003,26,0.0,0.0,0.0,0.0,4999.5,228.34375,4999.5
-2,16900,STARFRUIT,4996,26,0.0,0.0,0.0,0.0,5003,26,0.0,0.0,0.0,0.0,4999.5,223.046875,4999.5
-2,17000,STARFRUIT,4996,29,0.0,0.0,0.0,0.0,5003,29,0.0,0.0,0.0,0.0,4999.5,221.296875,4999.5
-2,17100,STARFRUIT,4996,23,0.0,0.0,0.0,0.0,5002,2,5003.0,21.0,0.0,0.0,4999.0,229.28125,4999.45652173913
-2,17200,STARFRUIT,4996,24,0.0,0.0,0.0,0.0,5003,24,0.0,0.0,0.0,0.0,4999.5,226.828125,4999.5
-2,17300,STARFRUIT,4996,25,0.0,0.0,0.0,0.0,5001,6,5003.0,25.0,0.0,0.0,4998.5,224.0859375,4999.660714285715
-2,17400,STARFRUIT,4999,6,4996.0,28.0,0.0,0.0,5003,28,0.0,0.0,0.0,0.0,5001.0,231.1484375,4999.451612903225
-2,17500,STARFRUIT,4996,26,0.0,0.0,0.0,0.0,5003,26,0.0,0.0,0.0,0.0,4999.5,222.859375,4999.5
-2,17600,STARFRUIT,4996,30,0.0,0.0,0.0,0.0,5003,30,0.0,0.0,0.0,0.0,4999.5,218.828125,4999.5
-2,17700,STARFRUIT,5001,1,4996.0,2.0,4995.0,27.0,5002,29,0.0,0.0,0.0,0.0,5001.5,234.5390625,4998.576271186441
-2,17800,STARFRUIT,4996,26,0.0,0.0,0.0,0.0,5002,2,5003.0,24.0,0.0,0.0,4999.0,233.578125,4999.461538461538
-2,17900,STARFRUIT,4995,23,0.0,0.0,0.0,0.0,5002,23,0.0,0.0,0.0,0.0,4998.5,243.671875,4998.5
-2,18000,STARFRUIT,4996,2,4995.0,25.0,0.0,0.0,5002,27,0.0,0.0,0.0,0.0,4999.0,234.6328125,4998.537037037037
-2,18100,STARFRUIT,4996,20,0.0,0.0,0.0,0.0,5003,20,0.0,0.0,0.0,0.0,4999.5,228.21875,4999.5
-2,18200,STARFRUIT,4995,25,0.0,0.0,0.0,0.0,4997,4,5002.0,26.0,0.0,0.0,4996.0,237.03125,4998.454545454545
-2,18300,STARFRUIT,4995,25,0.0,0.0,0.0,0.0,5002,25,0.0,0.0,0.0,0.0,4998.5,244.09375,4998.5
-2,18400,STARFRUIT,4995,25,0.0,0.0,0.0,0.0,5000,5,5002.0,25.0,0.0,0.0,4997.5,243.296875,4998.636363636364
